Date,Model_Name,Actual_Price,Macro_Anchor_Price,Fair_Value_Price,Actual_Ret,Pred_Ret,Error,R2,Adj_R2,RMSE,Train_RMSE,Validation_RMSE,Residual_STD,Window_Obs,Drivers_Used_Count,Drivers_Used,Intercept,Driver_1_Name,Driver_2_Name,Driver_3_Name,Driver_1_Beta,Driver_2_Beta,Driver_3_Beta,Driver_1_SHAP,Driver_2_SHAP,Driver_3_SHAP,Attribution_Method,Best_Params,Alpha,L1_Ratio,N_Estimators,Max_Depth,Learning_Rate,Subsample,Retuned,Recenter_Event,Cum_Error,Macro_Gap,Signal_Z,Error_Z,Signal,Days_In_Signal,Signal_Triggered,Forward_10d_Return,Hit,Largest_Attribution_Driver,Largest_Attribution_Value,Largest_Attribution_Abs,Attribution_Method,Position,Strategy_Daily_Return,Strategy_Equity_Curve,Rolling_Sharpe,Strategy_Drawdown
2001-07-17,ols,10.724,11.091725691286667,11.091725691286667,-0.7524769585136148,0.27240457123558975,-1.0248815297492047,0.18570081085790358,0.17910729515634805,0.7280517660862178,0.7280517660862178,0.7718974083710879,0.7295122525411698,250,2,"MSCI World ex-US, Gold",0.0297845325734718,MSCI World ex-US,Gold,,-0.29534084729281224,-0.2096783546410554,,,,,BETA,{},,,,,,,True,False,-0.4918004195113075,-0.3677256912866671,,,NEUTRAL,0,False,-0.013390525923163143,,MSCI World ex-US,-0.29534084729281224,0.29534084729281224,BETA,0.0,-0.0,1.0,,0.0
2001-07-18,ols,10.5604,11.064331477421492,11.064331477421492,-1.5373064025101968,-0.24728432153888585,-1.290022080971311,0.18668452091371357,0.18009897047576784,0.7251340372520114,0.7251340372520114,0.7746444736143026,0.7265886706843625,250,2,"MSCI World ex-US, Gold",0.020187529928637538,MSCI World ex-US,Gold,,-0.2925714771399406,-0.21358057699616367,,,,,BETA,{},,,,,,,True,False,-0.6369316306858536,-0.5039314774214922,,,NEUTRAL,0,False,-0.0019128063330933198,,MSCI World ex-US,-0.2925714771399406,0.2925714771399406,BETA,0.0,-0.0,1.0,,0.0
2001-07-19,ols,10.623,11.045010024206976,11.045010024206976,0.5910305449265074,-0.1747809461602718,0.7658114910867793,0.18963705962117505,0.18307541637924118,0.7292071228000132,0.7292071228000132,0.7836645176971689,0.7306699269237215,250,2,"MSCI World ex-US, Gold",0.01640388646112117,MSCI World ex-US,Gold,,-0.29442374704517177,-0.22029738883754257,,,,,BETA,{},,,,,,,True,False,-0.38188742672719295,-0.4220100242069762,,,NEUTRAL,0,False,-0.017462110514920415,,MSCI World ex-US,-0.29442374704517177,0.29442374704517177,BETA,0.0,0.0,1.0,,0.0
2001-07-20,ols,10.6539,11.051872058034801,11.051872058034801,0.2904560506832521,0.06210861806538991,0.22834743261786217,0.18708506528195923,0.18050275811825034,0.7305902507724339,0.7305902507724339,0.7891388965918193,0.7320558294786146,250,2,"MSCI World ex-US, Gold",0.020783814779720418,MSCI World ex-US,Gold,,-0.2918875885934956,-0.22504175794961043,,,,,BETA,{},,,,,,,True,False,-0.27093563411900107,-0.3979720580348012,,,NEUTRAL,0,False,-0.027238851500389516,,MSCI World ex-US,-0.2918875885934956,0.2918875885934956,BETA,0.0,0.0,1.0,,0.0
2001-07-23,ols,10.7002,11.094127806877767,11.094127806877767,0.4336410577251204,0.38161112959939714,0.05202992812572327,0.1861251688336657,0.1795350892290799,0.7299759714968442,0.7299759714968442,0.7893820121361501,0.7314403179464692,250,2,"MSCI World ex-US, Gold",0.02397846093154052,MSCI World ex-US,Gold,,-0.2901257040546252,-0.22558324286574388,,,,,BETA,{},,,,,,,True,False,-0.21221462280177844,-0.3939278068777661,,,NEUTRAL,0,False,-0.026307919478140707,,MSCI World ex-US,-0.2901257040546252,0.2901257040546252,BETA,0.0,0.0,1.0,,0.0
2001-07-24,ols,10.6642,11.095737680497786,11.095737680497786,-0.337009549274736,0.014509989920934378,-0.35151953919567036,0.1858635897512917,0.1792713920974559,0.7299045515814018,0.7299045515814018,0.788119536903912,0.7313687547612431,250,2,"MSCI World ex-US, Gold",0.02492746699366235,MSCI World ex-US,Gold,,-0.28955268022399133,-0.22571714820391858,,,,,BETA,{},,,,,,,True,False,-0.23754278941884968,-0.4315376804977866,,,NEUTRAL,0,False,-0.02126741809043331,,MSCI World ex-US,-0.28955268022399133,0.28955268022399133,BETA,0.0,-0.0,1.0,,0.0
2001-07-25,ols,10.6043,11.125711408500049,11.125711408500049,-0.5632758151758566,0.2697731013010346,-0.8330489164768912,0.1856221448924572,0.1790279922195216,0.730159820866303,0.730159820866303,0.787912371660603,0.7316245361214532,250,2,"MSCI World ex-US, Gold",0.022889966889475775,MSCI World ex-US,Gold,,-0.2890724892724668,-0.22635651094881193,,,,,BETA,{},,,,,,,True,False,-0.34581663070213,-0.5214114085000485,,,NEUTRAL,0,False,-0.01770979696915409,,MSCI World ex-US,-0.2890724892724668,0.2890724892724668,BETA,0.0,-0.0,1.0,,0.0
2001-07-26,ols,10.5798,11.130153530661078,11.130153530661078,-0.2313056577658123,0.03991866622267535,-0.27122432398848767,0.18381495412961846,0.1772061683330971,0.731788609804896,0.731788609804896,0.7866071048339143,0.7332565924433472,250,2,"MSCI World ex-US, Gold",0.018248013651111762,MSCI World ex-US,Gold,,-0.29025869593068726,-0.22162144857187124,,,,,BETA,{},,,,,,,True,False,-0.3322543931178314,-0.5503535306610772,,,NEUTRAL,0,False,-0.03087014877407901,,MSCI World ex-US,-0.29025869593068726,0.29025869593068726,BETA,0.0,-0.0,1.0,,0.0
2001-07-27,ols,10.568,11.091348577609972,11.091348577609972,-0.111595543977172,-0.3492562501602059,0.2376607061830339,0.1829637805957368,0.17634810270582368,0.7315954863042894,0.7315954863042894,0.7847537436112659,0.7330630815331222,250,2,"MSCI World ex-US, Gold",0.018726417021161408,MSCI World ex-US,Gold,,-0.28997084953681934,-0.22039825283009137,,,,,BETA,{},,,,,,,True,False,-0.2286334659722195,-0.5233485776099727,,,NEUTRAL,0,False,-0.028860711582134768,,MSCI World ex-US,-0.28997084953681934,0.28997084953681934,BETA,0.0,-0.0,1.0,,0.0
2001-07-30,ols,10.5794,11.102581290293077,11.102581290293077,0.1078146826964943,0.10122329582065316,0.00659138687584114,0.1838003677068023,0.17719146380159412,0.7310759097542114,0.7310759097542114,0.7838714542951395,0.7325424627020569,250,2,"MSCI World ex-US, Gold",0.0178380063539699,MSCI World ex-US,Gold,,-0.28852150376768043,-0.2227754302984126,,,,,BETA,{},,,,,,,True,False,-0.18586531090893574,-0.5231812902930777,,,NEUTRAL,0,False,-0.027118740193205593,,MSCI World ex-US,-0.28852150376768043,0.28852150376768043,BETA,0.0,0.0,1.0,,0.0
2001-07-31,ols,10.5804,11.04905433607544,11.04905433607544,0.0094518851855518,-0.48327861022036844,0.49273049540592023,0.18340234738472205,0.17679022064289784,0.7307270656699958,0.7307270656699958,0.7845242978745963,0.7321929188296068,250,2,"MSCI World ex-US, Gold",0.019390038397670617,MSCI World ex-US,Gold,,-0.28759286925941924,-0.22321732495487112,,,,,BETA,{},,,,,,,True,False,-0.06248425521532555,-0.46865433607544027,,,NEUTRAL,0,False,-0.033751086915428496,,MSCI World ex-US,-0.28759286925941924,0.28759286925941924,BETA,0.0,0.0,1.0,,0.0
2001-08-01,ols,10.5402,11.01814769425171,11.01814769425171,-0.380671463358917,-0.280114008020035,-0.100557455338882,0.18119654594673573,0.17456655846452296,0.7312631544719898,0.7312631544719898,0.7848628246374543,0.732730083036497,250,2,"MSCI World ex-US, Gold",0.02262057986545024,MSCI World ex-US,Gold,,-0.28375144002538155,-0.22226917696540052,,,,,BETA,{},,,,,,,True,False,-0.06940665523779035,-0.4779476942517089,,,NEUTRAL,0,False,-0.03820610614599351,,MSCI World ex-US,-0.28375144002538155,0.28375144002538155,BETA,0.0,-0.0,1.0,,0.0
2001-08-02,ols,10.4375,10.986051617667696,10.986051617667696,-0.9791428088281596,-0.29172703711458947,-0.6874157717135702,0.1833245733229949,0.17671181683168302,0.7307087445399344,0.7307087445399344,0.782373359299907,0.7321745609469908,250,2,"MSCI World ex-US, Gold",0.02023206173800368,MSCI World ex-US,Gold,,-0.28477763373958637,-0.2250181753709412,,,,,BETA,{},,,,,,,True,False,-0.18177194914247757,-0.5485516176676963,,,NEUTRAL,0,False,-0.025111377245509048,,MSCI World ex-US,-0.28477763373958637,0.28477763373958637,BETA,0.0,-0.0,1.0,,0.0
2001-08-03,ols,10.3637,11.004091240470757,11.004091240470757,-0.7095774248823794,0.1640701196547662,-0.8736475445371457,0.18574672359600175,0.17915357965750778,0.7319826295597216,0.7319826295597216,0.7785256288170304,0.7334510014056949,250,2,"MSCI World ex-US, Gold",0.016957407740608485,MSCI World ex-US,Gold,,-0.28785134700790305,-0.2254083240878841,,,,,BETA,{},,,,,,,True,False,-0.3075675119415081,-0.6403912404707572,,,NEUTRAL,0,False,-0.014869206943466051,,MSCI World ex-US,-0.28785134700790305,0.28785134700790305,BETA,0.0,-0.0,1.0,,0.0
2001-08-06,ols,10.4187,11.025618859179298,11.025618859179298,0.5292952537109485,0.1954417508325637,0.33385350287838483,0.18393803348423243,0.17733024428167554,0.7320721092426932,0.7320721092426932,0.7777793867260241,0.7335406605867064,250,2,"MSCI World ex-US, Gold",0.010327350760233403,MSCI World ex-US,Gold,,-0.28556453954928257,-0.22503197290594976,,,,,BETA,{},,,,,,,True,False,-0.19094550924698206,-0.6069188591792987,,,NEUTRAL,0,False,-0.007323370478082625,,MSCI World ex-US,-0.28556453954928257,0.28556453954928257,BETA,0.0,0.0,1.0,,0.0
2001-08-07,ols,10.4374,11.027457656517928,11.027457656517928,0.1793240827494546,0.016676107223243024,0.16264797552621157,0.18426246235418808,0.17765730010604375,0.732368838704951,0.732368838704951,0.7761770361738196,0.7338379852942208,250,2,"MSCI World ex-US, Gold",0.011789987887774245,MSCI World ex-US,Gold,,-0.28601983610543874,-0.22570138210304097,,,,,BETA,{},,,,,,,True,False,-0.126655784742765,-0.5900576565179279,,,NEUTRAL,0,False,-0.010788127311399442,,MSCI World ex-US,-0.28601983610543874,0.28601983610543874,BETA,0.0,0.0,1.0,,0.0
