Date,StackedEnsemble_G10,PolicyAgent_G10
2005-08-26,1.0324542393837686,1.0392498776455854
2005-08-29,1.0342681259292745,1.0409630647367325
2005-08-30,1.0357708400966996,1.035888234381388
2005-08-31,1.0282716955345061,1.0287159936984904
2005-09-01,1.0198015438450068,1.025379293638188
2005-09-02,1.0164976778007846,1.026410373905466
2005-09-05,1.0165339196880392,1.027963748269106
2005-09-06,1.019403050732586,1.0282628635518938
2005-09-07,1.0206653519858733,1.0282628635518938
2005-09-08,1.0211186479562686,1.0282628635518938
2005-09-09,1.0207769675056881,1.0282628635518938
2005-09-12,1.0207769675056881,1.0282628635518938
2005-09-13,1.0207769675056881,1.0282628635518938
2005-09-14,1.0207769675056881,1.0282628635518938
2005-09-15,1.0207769675056881,1.0282628635518938
2005-09-16,1.0207769675056881,1.0282628635518938
2005-09-19,1.0207769675056881,1.0282628635518938
2005-09-20,1.0207769675056881,1.0282628635518938
2005-09-21,1.0207769675056881,1.0282628635518938
2005-09-22,1.0207769675056881,1.0282628635518938
2005-09-23,1.0207769675056881,1.0282628635518938
2005-09-26,1.0207769675056881,1.0282628635518938
2005-09-27,1.0207769675056881,1.0282628635518938
2005-09-28,1.0207769675056881,1.0282628635518938
2005-09-29,1.0207769675056881,1.0282628635518938
2005-09-30,1.0207769675056881,1.0282628635518938
2005-10-03,1.0207769675056881,1.0282628635518938
2005-10-04,1.0207769675056881,1.0282628635518938
2005-10-05,1.0207769675056881,1.0282628635518938
2005-10-06,1.0207769675056881,1.0282628635518938
2005-10-07,1.0207769675056881,1.0282628635518938
2005-10-10,1.0207769675056881,1.0282628635518938
2005-10-11,1.0207769675056881,1.0282628635518938
2005-10-12,1.0207769675056881,1.0282628635518938
2005-10-13,1.0207769675056881,1.0282628635518938
2005-10-14,1.0207769675056881,1.0282628635518938
2005-10-17,1.0207769675056881,1.0282628635518938
2005-10-18,1.0207769675056881,1.0282628635518938
2005-10-19,1.0207769675056881,1.0282628635518938
2005-10-20,1.0207769675056881,1.0282628635518938
2005-10-21,1.0207769675056881,1.0282628635518938
2005-10-24,1.0207769675056881,1.0282628635518938
2005-10-25,1.0207769675056881,1.0282628635518938
2005-10-26,1.0207769675056881,1.0282628635518938
2005-10-27,1.0207769675056881,1.0282628635518938
2005-10-28,1.0207769675056881,1.0282628635518938
2005-10-31,1.0207769675056881,1.0282628635518938
2005-11-01,1.0207769675056881,1.0282628635518938
2005-11-02,1.0207769675056881,1.0282628635518938
2005-11-03,1.0207769675056881,1.0282628635518938
2005-11-04,1.0207769675056881,1.0282628635518938
2005-11-07,1.0207769675056881,1.0282628635518938
2005-11-08,1.0207769675056881,1.0282628635518938
2005-11-09,1.0207769675056881,1.0282628635518938
2005-11-10,1.0207769675056881,1.0282628635518938
2005-11-11,1.0207769675056881,1.0282628635518938
2005-11-14,1.0207769675056881,1.0282936106905547
2005-11-15,1.021896425461831,1.0282936106905547
2005-11-16,1.021896425461831,1.0282936106905547
2005-11-17,1.021896425461831,1.028303497778116
2005-11-18,1.021896425461831,1.028016720866609
2005-11-21,1.021896425461831,1.0288184861405782
2005-11-22,1.0227362541027958,1.0289016689800858
2005-11-23,1.0227362541027958,1.028461804228832
2005-11-24,1.0227362541027958,1.028461804228832
2005-11-25,1.0227362541027958,1.028461804228832
2005-11-28,1.0236256724099384,1.028461804228832
2005-11-29,1.0236256724099384,1.028573223541517
2005-11-30,1.0237436543239637,1.0282054546041242
2005-12-01,1.0237436543239637,1.028171204687399
2005-12-02,1.0237072661483837,1.028171204687399
2005-12-05,1.0251809380630812,1.028171204687399
2005-12-06,1.0251809380630812,1.0280945194836189
2005-12-07,1.0250984403315804,1.0289287374635256
2005-12-08,1.0259958897419879,1.0289287374635256
2005-12-09,1.0259958897419879,1.0300358758280626
2005-12-12,1.0259958897419879,1.0299667605820244
2005-12-13,1.0259958897419879,1.0299667605820244
2005-12-14,1.025301027046318,1.0294212664379174
2005-12-15,1.024747521429328,1.0287481028470644
2005-12-16,1.024081849484452,1.0285068155004966
2005-12-19,1.0238560057697148,1.0304334683569083
2005-12-20,1.0255197865201056,1.0303578322674962
2005-12-21,1.0253862183890972,1.0303578322674962
2005-12-22,1.0243891283163142,1.0300982905954332
2005-12-23,1.0240722267339988,1.0305668128374605
2005-12-26,1.0246165630621014,1.0307069255676922
2005-12-27,1.024000983952535,1.0314499831955606
2005-12-28,1.0273569509063898,1.0314499831955606
2005-12-29,1.0282610701399977,1.0314499831955606
2005-12-30,1.0282610701399977,1.0314499831955606
2006-01-02,1.0282610701399977,1.0314499831955606
2006-01-03,1.0282610701399977,1.0314499831955606
2006-01-04,1.0282610701399977,1.0314499831955606
2006-01-05,1.0284311035420939,1.03078669322517
2006-01-06,1.027783138415187,1.0305639723392501
2006-01-09,1.028398392013824,1.030793821308839
2006-01-10,1.0286444983082703,1.030793821308839
2006-01-11,1.0286444983082703,1.030793821308839
2006-01-12,1.0286444983082703,1.030793821308839
2006-01-13,1.0286444983082703,1.030793821308839
2006-01-16,1.0286444983082703,1.030793821308839
2006-01-17,1.0286444983082703,1.030793821308839
2006-01-18,1.0286444983082703,1.030793821308839
2006-01-19,1.0290814104132433,1.030793821308839
2006-01-20,1.0290814104132433,1.030793821308839
2006-01-23,1.0290814104132433,1.031758696484898
2006-01-24,1.0300119469786864,1.0318130007866957
2006-01-25,1.0310234511079661,1.0321388084160803
2006-01-26,1.0310234511079661,1.0332276716467448
2006-01-27,1.0310234511079661,1.0332276716467448
2006-01-30,1.0310234511079661,1.0332276716467448
2006-01-31,1.0310234511079661,1.0332276716467448
2006-02-01,1.0310234511079661,1.0332276716467448
2006-02-02,1.0310234511079661,1.0332276716467448
2006-02-03,1.0310234511079661,1.0332276716467448
2006-02-06,1.0310234511079661,1.0332276716467448
2006-02-07,1.0310234511079661,1.0333648004704967
2006-02-08,1.031169607270508,1.033289546847706
2006-02-09,1.0310893996203325,1.0347929470007904
2006-02-10,1.032691770231615,1.0347929470007904
2006-02-13,1.0330090360478643,1.0347929470007904
2006-02-14,1.0333209546874356,1.0347929470007904
2006-02-15,1.0338651648946648,1.0347929470007904
2006-02-16,1.0338651648946648,1.0347929470007904
2006-02-17,1.0334361704680335,1.0347929470007904
2006-02-20,1.0331417977233994,1.0347929470007904
2006-02-21,1.0332692395823568,1.0347929470007904
2006-02-22,1.0336425903804294,1.0347929470007904
2006-02-23,1.0336425903804294,1.0347929470007904
2006-02-24,1.03425154347467,1.0347929470007904
2006-02-27,1.03425154347467,1.035751639683109
2006-02-28,1.0352035834985125,1.035751639683109
2006-03-01,1.0352035834985125,1.035751639683109
2006-03-02,1.0352035834985125,1.036054205099422
2006-03-03,1.0346197478114203,1.0362959506331029
2006-03-06,1.0348381110331364,1.0375732939565705
2006-03-07,1.0375025530330646,1.0375732939565705
2006-03-08,1.0376507997122326,1.0375732939565705
2006-03-09,1.038055948876212,1.0375732939565705
2006-03-10,1.038055948876212,1.0375732939565705
2006-03-13,1.037359575801418,1.0375732939565705
2006-03-14,1.037404809364605,1.0378698467544496
2006-03-15,1.0377216631663886,1.0378698467544496
2006-03-16,1.03797182720521,1.0378007440563528
2006-03-17,1.0375022982378996,1.0375462049159376
2006-03-20,1.0377467740624793,1.0371765366918784
2006-03-21,1.0371193933932195,1.036956069039144
2006-03-22,1.0372932331273803,1.037144360973854
2006-03-23,1.037494798228719,1.037144360973854
2006-03-24,1.037180283452538,1.0363539235919959
2006-03-27,1.0367346420999266,1.0357849668125387
2006-03-28,1.0358249278975922,1.0362691101593176
2006-03-29,1.0359480639231498,1.0375496583742205
2006-03-30,1.0388077899036172,1.0375496583742205
2006-03-31,1.0388077899036172,1.0375496583742205
2006-04-03,1.0388077899036172,1.0375496583742205
2006-04-04,1.0396830242673785,1.0372555090779505
2006-04-05,1.0394103581037466,1.0372555090779505
2006-04-06,1.0399439833957105,1.0372555090779505
2006-04-07,1.0399439833957105,1.0372555090779505
2006-04-10,1.0399439833957105,1.0372555090779505
2006-04-11,1.0399439833957105,1.0372555090779505
2006-04-12,1.0399439833957105,1.0372555090779505
2006-04-13,1.0399439833957105,1.0373538733537266
2006-04-14,1.0400360841738232,1.0373538733537266
2006-04-17,1.0400360841738232,1.0373538733537266
2006-04-18,1.0392313274659837,1.0367793658327757
2006-04-19,1.0386976897034035,1.0376170358208732
2006-04-20,1.0394757688789187,1.0376170358208732
2006-04-21,1.0392838323508944,1.0376170358208732
2006-04-24,1.0389464131876787,1.0376170358208732
2006-04-25,1.0389408272733727,1.0376170358208732
2006-04-26,1.0390531631569426,1.0376170358208732
2006-04-27,1.0378699852152222,1.0366508310281692
2006-04-28,1.0335932736698399,1.0363812327842576
2006-05-01,1.0337914272905466,1.0349603096808486
2006-05-02,1.0321508507086206,1.0356165193749813
2006-05-03,1.0322840213934075,1.0355469817023006
2006-05-04,1.0322840213934075,1.0355469817023006
2006-05-05,1.0322840213934075,1.0355296467191293
2006-05-08,1.0322840213934075,1.0359687996261309
2006-05-09,1.0322840213934075,1.0358012281221436
2006-05-10,1.0322840213934075,1.0358012281221436
2006-05-11,1.0322840213934075,1.0358012281221436
2006-05-12,1.0322840213934075,1.0358012281221436
2006-05-15,1.0322840213934075,1.0358012281221436
2006-05-16,1.0322840213934075,1.0358012281221436
2006-05-17,1.0322840213934075,1.0358012281221436
2006-05-18,1.0322840213934075,1.0358012281221436
2006-05-19,1.0322840213934075,1.0358012281221436
2006-05-22,1.0322840213934075,1.0358012281221436
2006-05-23,1.0322840213934075,1.0358012281221436
2006-05-24,1.0322840213934075,1.0358012281221436
2006-05-25,1.0308988542709518,1.0366886569254148
2006-05-26,1.0317353972187515,1.0366886569254148
2006-05-29,1.0317353972187515,1.0366886569254148
2006-05-30,1.0317353972187515,1.037021903222266
2006-05-31,1.0331803224948424,1.037188526370692
2006-06-01,1.0333606468802157,1.037188526370692
2006-06-02,1.0333606468802157,1.037188526370692
2006-06-05,1.0333606468802157,1.037188526370692
2006-06-06,1.0333606468802157,1.037188526370692
2006-06-07,1.0333606468802157,1.037188526370692
2006-06-08,1.0333606468802157,1.037188526370692
2006-06-09,1.0333606468802157,1.037188526370692
2006-06-12,1.0333606468802157,1.0387489095678275
2006-06-13,1.0350493386594115,1.0387489095678275
2006-06-14,1.0350493386594115,1.0387489095678275
2006-06-15,1.0350493386594115,1.0387489095678275
2006-06-16,1.0350493386594115,1.0387489095678275
2006-06-19,1.0350493386594115,1.0387489095678275
2006-06-20,1.0350493386594115,1.0387489095678275
2006-06-21,1.0350493386594115,1.0387489095678275
2006-06-22,1.0350493386594115,1.0387489095678275
2006-06-23,1.0350493386594115,1.0387489095678275
2006-06-26,1.0350493386594115,1.0387489095678275
2006-06-27,1.0350493386594115,1.0385892541158377
2006-06-28,1.0350493386594115,1.0391569179451343
2006-06-29,1.0350493386594115,1.0403454640877245
2006-06-30,1.0350493386594115,1.0403454640877245
2006-07-03,1.0350493386594115,1.0403454640877245
2006-07-04,1.0350493386594115,1.0403454640877245
2006-07-05,1.0350493386594115,1.0403454640877245
2006-07-06,1.0350493386594115,1.0403454640877245
2006-07-07,1.0350493386594115,1.0403454640877245
2006-07-10,1.0350493386594115,1.0403454640877245
2006-07-11,1.0350493386594115,1.0403454640877245
2006-07-12,1.0350493386594115,1.0403454640877245
2006-07-13,1.0353809124936335,1.0403454640877245
2006-07-14,1.0350573515137433,1.0403454640877245
2006-07-17,1.0338855360730594,1.0403250125179604
2006-07-18,1.0337653016682797,1.0403250125179604
2006-07-19,1.0347263120350867,1.0403250125179604
2006-07-20,1.035093597471719,1.041172836599292
2006-07-21,1.035093597471719,1.041172836599292
2006-07-24,1.035093597471719,1.0401549117629858
2006-07-25,1.0353588289098241,1.0414587312127568
2006-07-26,1.0353588289098241,1.0414587312127568
2006-07-27,1.0353588289098241,1.0414587312127568
2006-07-28,1.0353588289098241,1.0414587312127568
2006-07-31,1.0353588289098241,1.0414587312127568
2006-08-01,1.0353588289098241,1.0414587312127568
2006-08-02,1.0353588289098241,1.0414587312127568
2006-08-03,1.0353588289098241,1.0414587312127568
2006-08-04,1.0353588289098241,1.0414587312127568
2006-08-07,1.0353588289098241,1.0414587312127568
2006-08-08,1.0353588289098241,1.0414587312127568
2006-08-09,1.0353588289098241,1.0414587312127568
2006-08-10,1.0353588289098241,1.0414587312127568
2006-08-11,1.0353588289098241,1.0414587312127568
2006-08-14,1.0353588289098241,1.0414587312127568
2006-08-15,1.0353588289098241,1.0414587312127568
2006-08-16,1.0353588289098241,1.0414587312127568
2006-08-17,1.0353588289098241,1.0411030507356362
2006-08-18,1.0353765141381026,1.0416810315109573
2006-08-21,1.0352349880573168,1.0416810315109573
2006-08-22,1.0352349880573168,1.0416810315109573
2006-08-23,1.0352349880573168,1.0416810315109573
2006-08-24,1.0352349880573168,1.0416810315109573
2006-08-25,1.0352349880573168,1.0416810315109573
2006-08-28,1.0352349880573168,1.0416810315109573
2006-08-29,1.0352349880573168,1.0409250079866115
2006-08-30,1.0344976338774468,1.039397036403507
2006-08-31,1.0330073942258438,1.0394316393622631
2006-09-01,1.032635295137453,1.0401933685701819
2006-09-04,1.0339957518930645,1.041298753609844
2006-09-05,1.035073840408982,1.041298753609844
2006-09-06,1.0347035363792239,1.041298753609844
2006-09-07,1.0341416368715184,1.041298753609844
2006-09-08,1.0336068712625783,1.0408487288979584
2006-09-11,1.0338764262194176,1.0408487288979584
2006-09-12,1.0335423746600867,1.0408487288979584
2006-09-13,1.0327930406176042,1.0420099222148314
2006-09-14,1.0340271638813363,1.0418703196436527
2006-09-15,1.0338910086744355,1.0415221562264019
2006-09-18,1.0335514428504622,1.0424911446943534
2006-09-19,1.034496502989574,1.0420688038971067
2006-09-20,1.0340845915315953,1.0420688038971067
2006-09-21,1.0340505147669985,1.0420688038971067
2006-09-22,1.0340505147669985,1.0425795118505932
2006-09-25,1.0340505147669985,1.0446646580796974
2006-09-26,1.0360835549797547,1.0446646580796974
2006-09-27,1.0360835549797547,1.0446646580796974
2006-09-28,1.0360835549797547,1.0443168248909382
2006-09-29,1.035698209210864,1.0447402739902973
2006-10-02,1.0361673257990789,1.0447402739902973
2006-10-03,1.0361673257990789,1.045151676222802
2006-10-04,1.0366230963084233,1.045151676222802
2006-10-05,1.0366230963084233,1.0446033604151315
2006-10-06,1.0360156465786972,1.0447961066278575
2006-10-09,1.035787446015949,1.044003815355862
2006-10-10,1.0352372983570308,1.044003815355862
2006-10-11,1.0352006680373755,1.0443411182366071
2006-10-12,1.0358107208844713,1.0435546247925132
2006-10-13,1.034918720159554,1.0440679994359512
2006-10-16,1.035942217678243,1.0447518585301943
2006-10-17,1.0372373635192855,1.0447518585301943
2006-10-18,1.0372373635192855,1.0447518585301943
2006-10-19,1.0372373635192855,1.0447518585301943
2006-10-20,1.0372373635192855,1.0447518585301943
2006-10-23,1.0372373635192855,1.0447518585301943
2006-10-24,1.0372373635192855,1.0447518585301943
2006-10-25,1.0372373635192855,1.0447518585301943
2006-10-26,1.0372373635192855,1.0447518585301943
2006-10-27,1.0372373635192855,1.0447518585301943
2006-10-30,1.0372373635192855,1.0447518585301943
2006-10-31,1.0372373635192855,1.0447518585301943
2006-11-01,1.037116198634103,1.0447518585301943
2006-11-02,1.0369228694383665,1.0447518585301943
2006-11-03,1.037330174637151,1.0447518585301943
2006-11-06,1.0373168955387255,1.0447518585301943
2006-11-07,1.0373168955387255,1.0447518585301943
2006-11-08,1.0373168955387255,1.0447518585301943
2006-11-09,1.0373168955387255,1.0447518585301943
2006-11-10,1.0374940989227606,1.0447518585301943
2006-11-13,1.0375767938353104,1.0447518585301943
2006-11-14,1.0370975008727776,1.0447518585301943
2006-11-15,1.0369202974887424,1.0449691030859083
2006-11-16,1.0371329415495845,1.0450380696115318
2006-11-17,1.0372004476006456,1.0450380696115318
2006-11-20,1.0372004476006456,1.0450380696115318
2006-11-21,1.0372004476006456,1.0450380696115318
2006-11-22,1.0372004476006456,1.0450380696115318
2006-11-23,1.0372004476006456,1.0450380696115318
2006-11-24,1.0358857545481324,1.04475072641507
2006-11-27,1.03500591135998,1.0445560745723055
2006-11-28,1.0342273090825147,1.0452388503291243
2006-11-29,1.035481953859784,1.0452388503291243
2006-11-30,1.0336870450781488,1.0443826882252791
2006-12-01,1.0319722244784773,1.0443662690155686
2006-12-04,1.0318998830858754,1.044825867685437
2006-12-05,1.0322451511184325,1.0450866877864093
2006-12-06,1.0326590941352078,1.0450866877864093
2006-12-07,1.0326590941352078,1.0450866877864093
2006-12-08,1.0326590941352078,1.0450866877864093
2006-12-11,1.0326590941352078,1.0450866877864093
2006-12-12,1.0326590941352078,1.0450866877864093
2006-12-13,1.0326590941352078,1.0450866877864093
2006-12-14,1.0326590941352078,1.0450866877864093
2006-12-15,1.0326590941352078,1.0450866877864093
2006-12-18,1.0326590941352078,1.0450866877864093
2006-12-19,1.0326590941352078,1.0450866877864093
2006-12-20,1.0326590941352078,1.0450866877864093
2006-12-21,1.0326590941352078,1.0450866877864093
2006-12-22,1.0326590941352078,1.0450866877864093
2006-12-25,1.0326590941352078,1.0450866877864093
2006-12-26,1.0326590941352078,1.0450866877864093
2006-12-27,1.0326590941352078,1.0450866877864093
2006-12-28,1.0326590941352078,1.0450866877864093
2006-12-29,1.0326590941352078,1.0450866877864093
2007-01-01,1.0326590941352078,1.0450866877864093
2007-01-02,1.0326590941352078,1.0450866877864093
2007-01-03,1.0326590941352078,1.0450866877864093
2007-01-04,1.0321865495188756,1.0450866877864093
2007-01-05,1.0326786938108277,1.0455720587047845
2007-01-08,1.0326786938108277,1.0455720587047845
2007-01-09,1.0331610738585508,1.0435206957670713
2007-01-10,1.0309569038334532,1.0433105363664281
2007-01-11,1.0302582281152677,1.044427165452201
2007-01-12,1.0325228236160067,1.0447079378500295
2007-01-15,1.033041368918806,1.044169511943173
2007-01-16,1.0326736068307847,1.044738810730908
2007-01-17,1.0331236116378615,1.0438689034443938
2007-01-18,1.0322292479621231,1.044145939341975
2007-01-19,1.0327621578188824,1.0434071624542716
2007-01-22,1.0316806182454363,1.044696429174333
2007-01-23,1.0343141347607867,1.0454875907531407
2007-01-24,1.0343141347607867,1.0443048140859368
2007-01-25,1.0330051415667703,1.0443486206291666
2007-01-26,1.0330536227961782,1.044187996637324
2007-01-29,1.0328758582883486,1.0442025988184005
2007-01-30,1.0328920186981514,1.0453577162080725
2007-01-31,1.0341049909720719,1.0438369393219098
2007-02-01,1.032163487244542,1.043683152895219
2007-02-02,1.032158356659985,1.0441615995560345
2007-02-05,1.0327076120020946,1.043873199454818
2007-02-06,1.032138775860478,1.0451569628710344
2007-02-07,1.0332095262446974,1.0455519335105148
2007-02-08,1.0327912643758617,1.0455519335105148
2007-02-09,1.0325904986788206,1.0455519335105148
2007-02-12,1.0323933215100292,1.0455519335105148
2007-02-13,1.0336160933280558,1.0455519335105148
2007-02-14,1.033546533254117,1.0455519335105148
2007-02-15,1.0331639528474532,1.0455519335105148
2007-02-16,1.033210326230079,1.0455519335105148
2007-02-19,1.0333262596866437,1.045770509552876
2007-02-20,1.0340218604260327,1.0446676309986858
2007-02-21,1.0340218604260327,1.0446676309986858
2007-02-22,1.0342908984162087,1.0446676309986858
2007-02-23,1.0340101631221121,1.0446676309986858
2007-02-26,1.0341154388573983,1.0453564549621257
2007-02-27,1.0341154388573983,1.045947531304977
2007-02-28,1.0346999328040094,1.0450513833012995
2007-03-01,1.0338137645623735,1.0442696371704319
2007-03-02,1.0330407241813715,1.0430588840165271
2007-03-05,1.031843454322991,1.0440789673824156
2007-03-06,1.0348515452316824,1.043564158954771
2007-03-07,1.0343424698588275,1.0446319097676633
2007-03-08,1.036656739393289,1.045737794538159
2007-03-09,1.0377503087127549,1.045737794538159
2007-03-12,1.0371846694095828,1.045737794538159
2007-03-13,1.0358082804385311,1.045737794538159
2007-03-14,1.0365718934978132,1.045737794538159
2007-03-15,1.0370244049403508,1.045737794538159
2007-03-16,1.0370244049403508,1.045737794538159
2007-03-19,1.0377649006725658,1.045737794538159
2007-03-20,1.0377649006725658,1.045737794538159
2007-03-21,1.0370753538708346,1.045737794538159
2007-03-22,1.037262349613677,1.045737794538159
2007-03-23,1.037659715567217,1.0458336960568655
2007-03-26,1.037659715567217,1.0453754999119338
2007-03-27,1.037659715567217,1.045567302949347
2007-03-28,1.037659715567217,1.0455566472250464
2007-03-29,1.037659715567217,1.0450238610100095
2007-03-30,1.037659715567217,1.0450238610100095
2007-04-02,1.0379300826085132,1.0450238610100095
2007-04-03,1.038783351873157,1.043904465356561
2007-04-04,1.0376697934834835,1.0431870817644129
2007-04-05,1.0369561508003184,1.0437121233789561
2007-04-06,1.0374784545032147,1.0438594122807257
2007-04-09,1.037624975343961,1.042800664998594
2007-04-10,1.0365717490651833,1.0429479539003637
2007-04-11,1.037068561214215,1.042575399619417
2007-04-12,1.036697949675856,1.0423605311038944
2007-04-13,1.0357987663839616,1.0423605311038944
2007-04-16,1.0347479205074874,1.0419115167234143
2007-04-17,1.034304910436054,1.0415830548419738
2007-04-18,1.03372638919053,1.0415830548419738
2007-04-19,1.0339337665113912,1.0416512254582129
2007-04-20,1.0343532731196126,1.0416512254582129
2007-04-23,1.034497188645942,1.0416512254582129
2007-04-24,1.0340593498982993,1.0416512254582129
2007-04-25,1.0337185873888124,1.042390130652369
2007-04-26,1.0342846795837994,1.0418056235584845
2007-04-27,1.0336348165607239,1.0410667183643285
2007-04-30,1.0337468619095302,1.0410667183643285
2007-05-01,1.0343199112917987,1.0410667183643285
2007-05-02,1.0341112687946579,1.0410667183643285
2007-05-03,1.033914899385584,1.0410888170554329
2007-05-04,1.033914899385584,1.0404369056678509
2007-05-07,1.033914899385584,1.0404369056678509
2007-05-08,1.033914899385584,1.0404369056678509
2007-05-09,1.033914899385584,1.0411532278991693
2007-05-10,1.033914899385584,1.0411532278991693
2007-05-11,1.033914899385584,1.0411532278991693
2007-05-14,1.033914899385584,1.0403448147113936
2007-05-15,1.033914899385584,1.0403448147113936
2007-05-16,1.0346449436858254,1.0398381248251602
2007-05-17,1.0346449436858254,1.0386044451021574
2007-05-18,1.0346449436858254,1.0386044451021574
2007-05-21,1.0341428153943526,1.0386044451021574
2007-05-22,1.0343562199182283,1.0386044451021574
2007-05-23,1.033828985212182,1.0386044451021574
2007-05-24,1.034029836528771,1.0386044451021574
2007-05-25,1.033603027481019,1.0386044451021574
2007-05-28,1.033552814651872,1.0379049101467233
2007-05-29,1.033552814651872,1.03796042879398
2007-05-30,1.033552814651872,1.0373719311330594
2007-05-31,1.033552814651872,1.0364725290475014
2007-06-01,1.033552814651872,1.0364725290475014
2007-06-04,1.0332844259440428,1.0364725290475014
2007-06-05,1.0338851054329936,1.0359297765800415
2007-06-06,1.03336057767353,1.0366683867883806
2007-06-07,1.033405162934079,1.0356292359948756
2007-06-08,1.032765651390548,1.0356776774504344
2007-06-11,1.032927582169267,1.0370768623043232
2007-06-12,1.0334884378949083,1.0368905712111156
2007-06-13,1.033487266120603,1.0368905712111156
2007-06-14,1.0342012747214777,1.0368905712111156
2007-06-15,1.0342012747214777,1.0368905712111156
2007-06-18,1.0342012747214777,1.0368905712111156
2007-06-19,1.0342012747214777,1.0368905712111156
2007-06-20,1.0342012747214777,1.0368905712111156
2007-06-21,1.0342012747214777,1.0368905712111156
2007-06-22,1.0342161130374619,1.0368905712111156
2007-06-25,1.0342161130374619,1.0372645982068578
2007-06-26,1.0345860231373034,1.0385559928371633
2007-06-27,1.0359255437088086,1.0385559928371633
2007-06-28,1.0361992932462816,1.0385559928371633
2007-06-29,1.0366576971352812,1.0408464079595796
2007-07-02,1.0373678485220084,1.0408464079595796
2007-07-03,1.0373678485220084,1.0408464079595796
2007-07-04,1.037231638428009,1.0408464079595796
2007-07-05,1.037231638428009,1.04120545962953
2007-07-06,1.03749614040363,1.04120545962953
2007-07-09,1.03749614040363,1.04120545962953
2007-07-10,1.03749614040363,1.04120545962953
2007-07-11,1.03749614040363,1.04120545962953
2007-07-12,1.037406972310047,1.04120545962953
2007-07-13,1.0368439819844941,1.04120545962953
2007-07-16,1.0368083551618628,1.04120545962953
2007-07-17,1.0369056294457717,1.04120545962953
2007-07-18,1.0369056294457717,1.041413654161695
2007-07-19,1.0373067437586325,1.041413654161695
2007-07-20,1.0373067437586325,1.041413654161695
2007-07-23,1.037150986625862,1.041413654161695
2007-07-24,1.0369908612800292,1.041413654161695
2007-07-25,1.037644500097872,1.041413654161695
2007-07-26,1.037868919294816,1.041413654161695
2007-07-27,1.0390891643041245,1.0428116260159381
2007-07-30,1.0397534397775914,1.0428116260159381
2007-07-31,1.0390596409497481,1.0433786040475397
2007-08-01,1.0396796313916505,1.0433786040475397
2007-08-02,1.0400781966757306,1.042867237068753
2007-08-03,1.0400781966757306,1.042867237068753
2007-08-06,1.04062680677546,1.041817566666275
2007-08-07,1.04062680677546,1.041817566666275
2007-08-08,1.0425581996278401,1.0401441689935857
2007-08-09,1.0425581996278401,1.0394535604302535
2007-08-10,1.04255313698149,1.0388703895340736
2007-08-13,1.0422185800108335,1.0363817581989865
2007-08-14,1.0385790029283855,1.0315770704377243
2007-08-15,1.0336281080019931,1.027289067114112
2007-08-16,1.0276684195726336,1.030971174395595
2007-08-17,1.0317194126255305,1.0324610887505945
2007-08-20,1.034077439165828,1.0314532620186203
2007-08-21,1.0325558380201796,1.0333972006444054
2007-08-22,1.0364964830419199,1.0353325724969586
2007-08-23,1.0395716419367476,1.0353325724969586
2007-08-24,1.0395716419367476,1.035425936636971
2007-08-27,1.0395716419367476,1.0337853953196134
2007-08-28,1.0395716419367476,1.0354428590132252
2007-08-29,1.0395716419367476,1.0354428590132252
2007-08-30,1.0395716419367476,1.0358190622505972
2007-08-31,1.0395716419367476,1.036277380791505
2007-09-03,1.0395716419367476,1.0370786204480218
2007-09-04,1.0395716419367476,1.037327963719189
2007-09-05,1.0378620775537502,1.0393616403065684
2007-09-06,1.0378620775537502,1.039177291606851
2007-09-07,1.0378620775537502,1.039083240797508
2007-09-10,1.0378620775537502,1.040279029659155
2007-09-11,1.0378620775537502,1.040279029659155
2007-09-12,1.0378620775537502,1.040279029659155
2007-09-13,1.0378620775537502,1.040279029659155
2007-09-14,1.0378620775537502,1.0395906973800857
2007-09-17,1.0378620775537502,1.0395906973800857
2007-09-18,1.038803861964003,1.0395906973800857
2007-09-19,1.038803861964003,1.0395906973800857
2007-09-20,1.0399012037128181,1.0395906973800857
2007-09-21,1.0399012037128181,1.0395906973800857
2007-09-24,1.0399012037128181,1.0395906973800857
2007-09-25,1.0399012037128181,1.0395906973800857
2007-09-26,1.0399012037128181,1.0395906973800857
2007-09-27,1.0399012037128181,1.0395906973800857
2007-09-28,1.0399012037128181,1.0395906973800857
2007-10-01,1.0399012037128181,1.0395906973800857
2007-10-02,1.0399012037128181,1.0395906973800857
2007-10-03,1.0399012037128181,1.0395906973800857
2007-10-04,1.0399012037128181,1.0395906973800857
2007-10-05,1.0399012037128181,1.0395906973800857
2007-10-08,1.0399012037128181,1.0395906973800857
2007-10-09,1.0399012037128181,1.0395906973800857
2007-10-10,1.0399012037128181,1.0395906973800857
2007-10-11,1.0399012037128181,1.0395906973800857
2007-10-12,1.0399012037128181,1.0395906973800857
2007-10-15,1.0399012037128181,1.0395906973800857
2007-10-16,1.0399012037128181,1.0395906973800857
2007-10-17,1.0399012037128181,1.0395906973800857
2007-10-18,1.0399012037128181,1.0395906973800857
2007-10-19,1.0399012037128181,1.0395906973800857
2007-10-22,1.0399012037128181,1.0408463718175596
2007-10-23,1.0399012037128181,1.0408463718175596
2007-10-24,1.0399012037128181,1.0416032967188835
2007-10-25,1.0399012037128181,1.0422099141352519
2007-10-26,1.0399012037128181,1.0427553619903973
2007-10-29,1.0399012037128181,1.042667024866268
