Date,Dynamic_Threshold,Action_Adjustment,Policy_Position,Reward,Policy_Equity_Curve
2001-09-24,2.5,0.5,0,0.0,1.0
2001-09-25,2.5,0.5,0,-0.0,1.0
2001-09-26,2.0,0.0,0,-0.0,1.0
2001-09-27,2.0,0.0,0,0.0,1.0
2001-09-28,2.5,0.5,0,0.0,1.0
2001-10-01,2.5,0.5,0,-0.0,1.0
2001-10-02,2.5,0.5,0,0.0,1.0
2001-10-03,2.5,0.5,0,0.0,1.0
2001-10-04,2.5,0.5,0,0.0,1.0
2001-10-05,1.5,-0.5,0,0.0,1.0
2001-10-08,1.5,-0.5,0,-0.0,1.0
2001-10-09,1.5,-0.5,0,0.0,1.0
2001-10-10,1.5,-0.5,0,0.0,1.0
2001-10-11,1.5,-0.5,0,0.0,1.0
2001-10-12,1.5,-0.5,0,0.0,1.0
2001-10-15,2.0,0.0,0,-0.0,1.0
2001-10-16,2.0,0.0,0,-0.0,1.0
2001-10-17,2.0,0.0,0,-0.0,1.0
2001-10-18,1.5,-0.5,0,0.0,1.0
2001-10-19,2.0,0.0,0,0.0,1.0
2001-10-22,2.0,0.0,0,0.0,1.0
2001-10-23,2.0,0.0,0,-0.0,1.0
2001-10-24,2.0,0.0,0,-0.0,1.0
2001-10-25,1.5,-0.5,0,-0.0,1.0
2001-10-26,1.5,-0.5,0,0.0,1.0
2001-10-29,1.5,-0.5,0,-0.0,1.0
2001-10-30,1.5,-0.5,0,-0.0,1.0
2001-10-31,1.5,-0.5,0,0.0,1.0
2001-11-01,1.5,-0.5,0,-0.0,1.0
2001-11-02,1.5,-0.5,0,0.0,1.0
2001-11-05,1.5,-0.5,0,0.0,1.0
2001-11-06,2.0,0.0,0,0.0,1.0
2001-11-07,2.0,0.0,0,0.0,1.0
2001-11-08,2.0,0.0,0,-0.0,1.0
2001-11-09,2.0,0.0,0,0.0,1.0
2001-11-12,2.0,0.0,0,0.0,1.0
2001-11-13,2.0,0.0,0,-0.0,1.0
2001-11-14,2.0,0.0,0,-0.0,1.0
2001-11-15,2.0,0.0,0,-0.0,1.0
2001-11-16,1.5,-0.5,0,0.0,1.0
2001-11-19,2.0,0.0,0,-0.0,1.0
2001-11-20,1.5,-0.5,0,-0.0,1.0
2001-11-21,1.5,-0.5,0,0.0,1.0
2001-11-22,1.5,-0.5,0,0.0,1.0
2001-11-23,1.5,-0.5,0,0.0,1.0
2001-11-26,1.5,-0.5,0,0.0,1.0
2001-11-27,1.5,-0.5,0,-0.0,1.0
2001-11-28,1.5,-0.5,0,-0.0,1.0
2001-11-29,1.5,-0.5,0,0.0,1.0
2001-11-30,2.0,0.0,0,-0.0,1.0
2001-12-03,2.0,0.0,0,-0.0,1.0
2001-12-04,1.5,-0.5,0,0.0,1.0
2001-12-05,1.5,-0.5,0,0.0,1.0
2001-12-06,1.5,-0.5,0,-0.0,1.0
2001-12-07,1.5,-0.5,0,-0.0,1.0
2001-12-10,1.5,-0.5,0,0.0,1.0
2001-12-11,2.0,0.0,0,0.0,1.0
2001-12-12,2.0,0.0,0,-0.0,1.0
2001-12-13,2.0,0.0,0,-0.0,1.0
2001-12-14,2.0,0.0,0,-0.0,1.0
2001-12-17,2.0,0.0,0,0.0,1.0
2001-12-18,2.5,0.5,0,-0.0,1.0
2001-12-19,2.5,0.5,0,-0.0,1.0
2001-12-20,2.5,0.5,1,0.012405740695694556,1.0124057406956946
2001-12-21,2.5,0.5,0,0.0,1.0124057406956946
2001-12-24,2.5,0.5,0,-0.0,1.0124057406956946
2001-12-25,2.5,0.5,0,0.0,1.0124057406956946
2001-12-26,2.5,0.5,0,0.0,1.0124057406956946
2001-12-27,2.5,0.5,0,0.0,1.0124057406956946
2001-12-28,2.5,0.5,0,0.0,1.0124057406956946
2001-12-31,2.5,0.5,0,-0.0,1.0124057406956946
2002-01-01,2.5,0.5,0,0.0,1.0124057406956946
2002-01-02,2.5,0.5,0,0.0,1.0124057406956946
2002-01-03,2.5,0.5,0,0.0,1.0124057406956946
2002-01-04,2.5,0.5,0,-0.0,1.0124057406956946
2002-01-07,2.5,0.5,0,0.0,1.0124057406956946
2002-01-08,2.5,0.5,0,-0.0,1.0124057406956946
2002-01-09,2.5,0.5,0,-0.0,1.0124057406956946
2002-01-10,2.5,0.5,0,-0.0,1.0124057406956946
2002-01-11,2.5,0.5,0,-0.0,1.0124057406956946
2002-01-14,2.5,0.5,0,0.0,1.0124057406956946
2002-01-15,2.5,0.5,0,-0.0,1.0124057406956946
2002-01-16,2.0,0.0,0,0.0,1.0124057406956946
2002-01-17,2.5,0.5,0,0.0,1.0124057406956946
2002-01-18,2.5,0.5,0,0.0,1.0124057406956946
2002-01-21,2.5,0.5,0,0.0,1.0124057406956946
2002-01-22,2.5,0.5,0,-0.0,1.0124057406956946
2002-01-23,2.5,0.5,0,0.0,1.0124057406956946
2002-01-24,1.5,-0.5,0,-0.0,1.0124057406956946
2002-01-25,2.5,0.5,0,-0.0,1.0124057406956946
2002-01-28,2.5,0.5,0,-0.0,1.0124057406956946
2002-01-29,2.5,0.5,0,-0.0,1.0124057406956946
2002-01-30,2.5,0.5,0,-0.0,1.0124057406956946
2002-01-31,2.5,0.5,0,0.0,1.0124057406956946
2002-02-01,2.5,0.5,0,0.0,1.0124057406956946
2002-02-04,2.5,0.5,0,-0.0,1.0124057406956946
2002-02-05,2.5,0.5,0,0.0,1.0124057406956946
2002-02-06,2.5,0.5,0,0.0,1.0124057406956946
2002-02-07,2.5,0.5,0,0.0,1.0124057406956946
2002-02-08,2.5,0.5,0,0.0,1.0124057406956946
2002-02-11,2.5,0.5,0,-0.0,1.0124057406956946
2002-02-12,1.5,-0.5,0,0.0,1.0124057406956946
2002-02-13,1.5,-0.5,0,0.0,1.0124057406956946
2002-02-14,2.5,0.5,0,0.0,1.0124057406956946
2002-02-15,2.5,0.5,0,-0.0,1.0124057406956946
2002-02-18,1.5,-0.5,0,0.0,1.0124057406956946
2002-02-19,1.5,-0.5,0,-0.0,1.0124057406956946
2002-02-20,1.5,-0.5,0,-0.0,1.0124057406956946
2002-02-21,1.5,-0.5,0,-0.0,1.0124057406956946
2002-02-22,1.5,-0.5,0,-0.0,1.0124057406956946
2002-02-25,1.5,-0.5,0,-0.0,1.0124057406956946
2002-02-26,1.5,-0.5,0,0.0,1.0124057406956946
2002-02-27,1.5,-0.5,0,0.0,1.0124057406956946
2002-02-28,1.5,-0.5,0,0.0,1.0124057406956946
2002-03-01,1.5,-0.5,0,0.0,1.0124057406956946
2002-03-04,1.5,-0.5,0,0.0,1.0124057406956946
2002-03-05,1.5,-0.5,0,0.0,1.0124057406956946
2002-03-06,1.5,-0.5,0,0.0,1.0124057406956946
2002-03-07,2.0,0.0,0,0.0,1.0124057406956946
2002-03-08,2.0,0.0,0,-0.0,1.0124057406956946
2002-03-11,2.0,0.0,0,0.0,1.0124057406956946
2002-03-12,1.5,-0.5,0,-0.0,1.0124057406956946
2002-03-13,1.5,-0.5,0,0.0,1.0124057406956946
2002-03-14,1.5,-0.5,0,0.0,1.0124057406956946
