Date,Actual_Price,Macro_Anchor_Price,Fair_Value_Price,Actual_Ret,Pred_Ret,Error,R2,Adj_R2,RMSE,Residual_STD,Window_Obs,Drivers_Used_Count,Drivers_Used,Intercept,Driver_1_Name,Driver_2_Name,Driver_3_Name,Driver_1_Beta,Driver_2_Beta,Driver_3_Beta,Recenter_Event,Cum_Error,Macro_Gap,Signal_Z,Error_Z,Signal,Days_In_Signal,Signal_Triggered,Forward_10d_Return,Hit,Largest_Beta_Driver,Largest_Beta,Largest_Beta_Abs,Position,Strategy_Daily_Return,Strategy_Equity_Curve,Strategy_Drawdown
2001-09-25,0.9228,0.9247966354626956,0.9247966354626956,0.6196008734700011,0.21613334876488138,0.40346752470511976,0.29623970558950863,0.26629245901884935,0.6065706161308104,0.6127288513351403,50,2,"Gold, MSCI World - Wilshire",0.08543110579194076,Gold,MSCI World - Wilshire,,0.3641134234551241,0.15780375196791116,,True,-0.1344095136821784,-0.001996635462695684,-2.1902824033881525,-2.1902824033881525,BUY,1,True,-0.010403120936280819,False,Gold,0.3641134234551241,0.3641134234551241,1.0,0.0,1.0,0.0
2001-10-09,0.9132,0.9286489730362204,0.9286489730362204,-0.7962086017492056,-0.45899840791979823,-0.33721019382940737,0.28705799659440023,0.2567200390026725,0.5846995191683562,0.5906357070863691,50,2,"Gold, MSCI World - Wilshire",0.0292267320849154,Gold,MSCI World - Wilshire,,0.33281123063347057,0.2343260278614654,,False,-0.11716514743961644,-0.015448973036220393,-2.0065012468149734,-2.0065012468149734,BUY,1,True,-0.0248576434515988,False,Gold,0.33281123063347057,0.33281123063347057,1.0,-0.0,0.997507585609016,-0.0028165962517604504
2001-12-14,0.9039,0.9001269740670035,0.9001269740670035,1.1460487049374386,0.47734822488368617,0.6687004800537524,0.2995265406708164,0.26971915942276603,0.43684153523549396,0.4412765883842285,50,2,"Gold, MSCI World - Wilshire",0.002098194815674713,Gold,MSCI World - Wilshire,,0.38954960697866275,0.24125462812061155,,False,0.16707854238262418,0.0037730259329965543,2.033879042398295,2.033879042398295,SELL,1,True,-0.020356234096692183,True,Gold,0.38954960697866275,0.38954960697866275,-1.0,0.0,0.9951044792923933,-0.005218921578355018
2002-01-25,0.865,0.9063221762035383,0.9063221762035383,-1.5144851195737743,-0.2928086639159962,-1.2216764556577782,0.17098632321691665,0.1357091454814663,0.5093032794727667,0.5144740037082011,50,2,"Gold, MSCI World - Wilshire",0.01460808618033754,Gold,MSCI World - Wilshire,,0.16207376726676,0.6632798886163467,,False,-0.31804131734448576,-0.041322176203538286,-2.3586955861612946,-2.3586955861612946,BUY,1,True,0.008323699421965314,True,MSCI World - Wilshire,0.6632798886163467,0.6632798886163467,1.0,-0.0,0.9970861012226139,-0.003237943659161413
2002-02-07,0.8702,0.9202270958988772,0.9202270958988772,0.3222838885313911,0.7127535202307997,-0.3904696316994086,0.25597823718791013,0.22431773664271482,0.5194592489247186,0.5247330820924848,50,2,"Gold, MSCI World - Wilshire",-0.026845827561265356,Gold,MSCI World - Wilshire,,0.1276404260620208,0.8452287045766951,,False,-0.15795803029254968,-0.050027095898877216,-2.0204534256164925,-2.0204534256164925,BUY,1,True,0.0002298322224776328,True,MSCI World - Wilshire,0.8452287045766951,0.8452287045766951,1.0,0.0,1.0026190645588782,0.0
2002-03-12,0.8758,0.8761690164962903,0.8761690164962903,0.068532269958127,0.042125916414354925,0.026406353543772076,0.10675310697398321,0.06874260088776973,0.5158259553954699,0.5210629013888091,50,2,"Gold, Local Index",-0.026998015323754166,Gold,Local Index,,-0.054178367675423875,-0.17457241387092207,,True,0.005177166005933198,-0.00036901649629028643,2.2239797356747806,2.2239797356747806,SELL,1,True,0.0011418131993605751,False,Local Index,-0.17457241387092207,0.17457241387092207,-1.0,0.0,1.0049234062379377,0.0
2002-06-27,0.9883,0.9439522896440107,0.9439522896440107,0.5784175647590267,-0.12224791127656931,0.700665476035596,0.503695024377564,0.4825756637127794,0.37744456448590813,0.38127658724284114,50,2,"MSCI World - Wilshire, Gold",0.14903644310886194,MSCI World - Wilshire,Gold,,0.5658975350635927,0.20097978117366194,,False,0.3343193867279476,0.04434771035598928,2.3736408936641507,2.3736408936641507,SELL,1,True,-0.0005059192552867575,True,MSCI World - Wilshire,0.5658975350635927,0.5658975350635927,-1.0,0.0,1.002411410608558,-0.0024996886467036905
2002-08-05,0.9802,0.9821574578061496,0.9821574578061496,-0.6609409387673917,0.31849803979514807,-0.9794389785625397,0.3535765461970345,0.3260691651841423,0.5447241805417198,0.5502545170533362,50,2,"Gold, MSCI World - Dow Jones",0.1744885113950435,Gold,MSCI World - Dow Jones,,0.3973312514674656,0.10477994278175273,,False,-0.32490263448976725,-0.001957457806149643,-2.4278071589994874,-2.4278071589994874,BUY,1,True,-0.00438685982452558,False,Gold,0.3973312514674656,0.3973312514674656,1.0,-0.0,0.9988634000777264,-0.006030316462522944
2002-08-22,0.9688,0.9960853051524793,0.9960853051524793,-1.2514267326480577,-0.041652345024194765,-1.209774387623863,0.3888367140284751,0.3628297656892612,0.5717175212774588,0.5775219088835076,50,2,"Gold, MSCI World - Wilshire",0.10917661778640478,Gold,MSCI World - Wilshire,,0.4324434114406593,0.13234164066371562,,False,-0.23765679728946787,-0.02728530515247929,-2.0856271642623723,-2.0856271642623723,BUY,1,True,0.023534269199009028,True,Gold,0.4324434114406593,0.4324434114406593,1.0,-0.0,1.003449081877716,-0.0014671012248994586
2002-11-06,1.0039,0.996392747450153,0.996392747450153,0.4092434718010898,-0.12244182070012252,0.5316852925012123,0.48248465918143546,0.4487336586932682,0.3839035484889948,0.38780114636878116,50,3,"Gold, MSCI World - Wilshire, Real 2y yield",0.02572288431142928,Gold,MSCI World - Wilshire,Real 2y yield,0.3599001418744623,0.22692196569895456,1.2627791565100737,False,0.2052265163950731,0.0075072525498469656,2.370974297139647,2.370974297139647,SELL,1,True,-0.0025898993923696434,True,Real 2y yield,1.2627791565100737,1.2627791565100737,-1.0,0.0,1.0079028711552491,0.0
