Date,Model,Signal,Forward_10d_Return,Hit,Attribution_Method,Attribution_Method,Largest_Attribution_Driver,Largest_Attribution_Value,Largest_Attribution_Abs,Driver_1_Name,Driver_1_Beta,Driver_1_SHAP,Driver_2_Name,Driver_2_Beta,Driver_2_SHAP,Driver_3_Name,Driver_3_Beta,Driver_3_SHAP
2016-04-08,XGBRegressor,SELL,-0.01552767786647935,True,SHAP,SHAP,1y1m forward OIS,-0.19314415752887726,0.19314415752887726,1y1m forward OIS,,-0.19314415752887726,Local Index,,-0.1325543373823166,Gold,,-0.08314631134271622
2016-06-23,XGBRegressor,SELL,-0.028282828282828243,True,SHAP,SHAP,Local Index,-0.23638097941875458,0.23638097941875458,5y yield,,-0.19490495324134827,Gold,,-0.10105762630701065,Local Index,,-0.23638097941875458
2016-10-19,XGBRegressor,BUY,0.011299435028248483,True,SHAP,SHAP,Gold,0.0767761766910553,0.0767761766910553,1y1m forward OIS,,-0.06937670707702637,Gold,,0.0767761766910553,MSCI World - Wilshire,,0.009725990705192089
2016-12-05,XGBRegressor,SELL,-0.03363062058714239,True,SHAP,SHAP,Gold,-0.05337495729327202,0.05337495729327202,5y yield,,0.004924696404486895,Gold,,-0.05337495729327202,MSCI World - S&P500,,0.018619243055582047
2017-05-16,XGBRegressor,BUY,0.009293512586844743,True,SHAP,SHAP,MSCI World - S&P500,0.12125172466039658,0.12125172466039658,MSCI World - S&P500,,0.12125172466039658,2y yield,,0.0034874691627919674,Gold,,0.11471489071846008
2017-10-30,XGBRegressor,BUY,0.0013732726804567275,True,SHAP,SHAP,MSCI World - S&P500,0.3419182598590851,0.3419182598590851,Gold,,0.051634833216667175,5y yield,,0.25721457600593567,MSCI World - S&P500,,0.3419182598590851
2017-11-23,XGBRegressor,SELL,-0.0065817230613450795,True,SHAP,SHAP,Gold,-0.06711062788963318,0.06711062788963318,5y yield,,0.01858142949640751,Gold,,-0.06711062788963318,MSCI World - S&P500,,0.03578180447220802
2017-11-29,XGBRegressor,SELL,-0.0017726006583945741,True,SHAP,SHAP,Gold,-0.11505763232707977,0.11505763232707977,5y yield,,-0.022143717855215073,MSCI World - S&P500,,0.011645633727312088,Gold,,-0.11505763232707977
2018-01-23,XGBRegressor,BUY,0.006341979022684852,True,SHAP,SHAP,5y yield,0.29931163787841797,0.29931163787841797,5y yield,,0.29931163787841797,Gold,,0.08951374143362045,MSCI World - Wilshire,,0.012493839487433434
2018-01-31,XGBRegressor,BUY,0.002980505880457507,True,SHAP,SHAP,5y yield,0.43755608797073364,0.43755608797073364,5y yield,,0.43755608797073364,Gold,,0.041367825120687485,MSCI World - Wilshire,,0.0018665008246898651
2018-02-05,XGBRegressor,BUY,0.0032344141667339787,True,SHAP,SHAP,5y yield,0.4315822422504425,0.4315822422504425,Gold,,0.016691477969288826,5y yield,,0.4315822422504425,MSCI World - Wilshire,,0.0885564461350441
2018-04-17,XGBRegressor,SELL,-0.0304769603880356,True,SHAP,SHAP,5y yield,-0.16867229342460632,0.16867229342460632,Gold,,0.03605136647820473,5y yield,,-0.16867229342460632,Local Index,,-0.14393672347068787
2018-06-14,XGBRegressor,BUY,8.644536652835377e-05,True,SHAP,SHAP,Local - S&P500,-0.3698544502258301,0.3698544502258301,Gold,,0.1001414880156517,Local - S&P500,,-0.3698544502258301,5y yield,,-0.10218154639005661
2018-11-12,XGBRegressor,BUY,0.009805669459796773,True,SHAP,SHAP,Gold,-0.25316834449768066,0.25316834449768066,Gold,,-0.25316834449768066,MSCI World ex-US,,-0.06794393062591553,1y1m forward OIS,,-0.029593519866466522
2019-01-24,XGBRegressor,BUY,0.003273177636234914,True,SHAP,SHAP,Gold,-0.0851769670844078,0.0851769670844078,Gold,,-0.0851769670844078,5y yield,,0.0056315576657652855,MSCI World ex-US,,0.06612110882997513
2019-06-18,XGBRegressor,BUY,0.008129355011613493,True,SHAP,SHAP,Gold,0.2506888508796692,0.2506888508796692,Gold,,0.2506888508796692,MSCI World ex-US,,0.14825399219989777,5y yield,,-0.07565333694219589
2019-07-31,XGBRegressor,BUY,0.005687973997833051,True,SHAP,SHAP,Gold,-0.16865423321723938,0.16865423321723938,Gold,,-0.16865423321723938,10y yield,,0.03144434839487076,MSCI World ex-US,,0.013063416816294193
2019-09-04,XGBRegressor,SELL,-0.000453103760761131,True,SHAP,SHAP,MSCI World ex-US,0.15927733480930328,0.15927733480930328,Gold,,0.04755713790655136,10y yield,,0.019445205107331276,MSCI World ex-US,,0.15927733480930328
2019-09-13,XGBRegressor,SELL,-0.012011198410548096,True,SHAP,SHAP,Gold,-0.17557060718536377,0.17557060718536377,Gold,,-0.17557060718536377,10y yield,,-0.09978096187114716,Local - Dow Jones,,-0.06204026937484741
2020-06-15,XGBRegressor,SELL,-0.0071535812063940885,True,SHAP,SHAP,6m1m forward OIS,0.05259351432323456,0.05259351432323456,6m1m forward OIS,,0.05259351432323456,MSCI World - S&P500,,-0.044259585440158844,Gold,,0.026295162737369537
2020-12-17,XGBRegressor,SELL,-0.004238669709814014,True,SHAP,SHAP,6m1m forward OIS,0.13350491225719452,0.13350491225719452,6m1m forward OIS,,0.13350491225719452,Gold,,0.09746949374675751,MSCI World - S&P500,,-0.015196317806839943
2021-02-04,XGBRegressor,BUY,0.010698762955533292,True,SHAP,SHAP,Gold,-0.4263074994087219,0.4263074994087219,Gold,,-0.4263074994087219,6m1m forward OIS,,0.03404199704527855,MSCI World - S&P500,,-0.08446598052978516
2021-03-25,XGBRegressor,BUY,0.01275076504590289,True,SHAP,SHAP,Gold,-0.11760176718235016,0.11760176718235016,MSCI World ex-US,,-0.03101649135351181,2y yield,,0.02886338345706463,Gold,,-0.11760176718235016
2022-01-12,XGBRegressor,SELL,-0.017654256248907485,True,SHAP,SHAP,MSCI World ex-US,0.16044338047504425,0.16044338047504425,Gold,,0.010577093809843063,MSCI World ex-US,,0.16044338047504425,5y yield,,-0.07908997684717178
2022-10-04,XGBRegressor,SELL,-0.01281794512317247,True,SHAP,SHAP,MSCI World ex-US,0.6598572134971619,0.6598572134971619,MSCI World ex-US,,0.6598572134971619,Real 2y yield,,-0.20689864456653595,Gold,,0.009519021958112717
2023-07-12,XGBRegressor,SELL,-0.0038637793153023514,True,SHAP,SHAP,MSCI World ex-US,0.5277373790740967,0.5277373790740967,MSCI World ex-US,,0.5277373790740967,Gold,,0.33295920491218567,2y yield,,0.15785372257232666
2023-11-28,XGBRegressor,SELL,-0.01810242881833901,True,SHAP,SHAP,2y yield,0.14793100953102112,0.14793100953102112,MSCI World ex-US,,-0.023990249261260033,2y yield,,0.14793100953102112,Copper LME,,0.08201730996370316
2023-12-21,XGBRegressor,SELL,-0.005994005994005902,True,SHAP,SHAP,2y yield,-0.15148144960403442,0.15148144960403442,MSCI World ex-US,,-0.04493582621216774,2y yield,,-0.15148144960403442,Copper LME,,0.036123134195804596
2024-02-06,XGBRegressor,BUY,0.004927940492794214,True,SHAP,SHAP,2y yield,0.2415895164012909,0.2415895164012909,MSCI World ex-US,,0.11248092353343964,2y yield,,0.2415895164012909,Copper LME,,0.12881912291049957
2024-07-17,XGBRegressor,SELL,-0.010330011884084556,True,SHAP,SHAP,MSCI World ex-US,0.08491866290569305,0.08491866290569305,2y yield,,0.008746319450438023,MSCI World ex-US,,0.08491866290569305,Gold,,-0.043760888278484344
2024-10-21,XGBRegressor,BUY,0.005825242718446866,True,SHAP,SHAP,MSCI World ex-US,-0.12510965764522552,0.12510965764522552,5y yield,,-0.06493135541677475,MSCI World ex-US,,-0.12510965764522552,Gold,,0.03905538097023964
2024-12-17,XGBRegressor,SELL,-0.013058812315317692,True,SHAP,SHAP,MSCI World ex-US,-0.11647797375917435,0.11647797375917435,Real 2y yield,,0.0476514995098114,MSCI World ex-US,,-0.11647797375917435,Copper LME,,0.04945487156510353
2024-12-20,XGBRegressor,SELL,-0.011697027804410398,True,SHAP,SHAP,MSCI World ex-US,-0.15107323229312897,0.15107323229312897,Real 2y yield,,0.006101145409047604,MSCI World ex-US,,-0.15107323229312897,Copper LME,,-0.007932929322123528
2025-08-26,XGBRegressor,BUY,0.005669129015633212,True,SHAP,SHAP,MSCI World ex-US,-0.16612882912158966,0.16612882912158966,6m1m forward OIS,,0.12027768045663834,Copper LME,,-0.03387151658535004,MSCI World ex-US,,-0.16612882912158966
2025-09-02,XGBRegressor,BUY,0.019501718213058572,True,SHAP,SHAP,MSCI World ex-US,-0.1802014261484146,0.1802014261484146,6m1m forward OIS,,-0.07963976263999939,MSCI World ex-US,,-0.1802014261484146,Gold,,0.0547441802918911
2025-09-09,XGBRegressor,BUY,0.009139050222070288,True,SHAP,SHAP,MSCI World ex-US,-0.09245062619447708,0.09245062619447708,6m1m forward OIS,,-0.0695258155465126,MSCI World ex-US,,-0.09245062619447708,Gold,,-0.047159917652606964
2001-10-23,LGBMRegressor,BUY,0.0047164514317799,True,SHAP,SHAP,MSCI World - Wilshire,0.39328695557571586,0.39328695557571586,Gold,,-0.038831201894126983,MSCI World - Wilshire,,0.39328695557571586,,,
2002-01-02,LGBMRegressor,SELL,-0.022362448798848633,True,SHAP,SHAP,Gold,-0.13307942424242028,0.13307942424242028,Gold,,-0.13307942424242028,MSCI World - Wilshire,,0.007466975854535278,,,
2002-01-31,LGBMRegressor,BUY,0.016639515941354377,True,SHAP,SHAP,Gold,0.11280798996169321,0.11280798996169321,Gold,,0.11280798996169321,MSCI World - Wilshire,,0.009587171068603437,,,
2002-07-15,LGBMRegressor,SELL,-0.021242644858880944,True,SHAP,SHAP,MSCI World - Wilshire,-0.27672947684338955,0.27672947684338955,MSCI World - Wilshire,,-0.27672947684338955,Gold,,0.0323224490942965,,,
2002-09-06,LGBMRegressor,BUY,0.0007129035543333995,True,SHAP,SHAP,Gold,0.0666992561057224,0.0666992561057224,MSCI World - Dow Jones,,-0.04998440432225437,Gold,,0.0666992561057224,,,
2002-09-13,LGBMRegressor,BUY,0.00915826301708167,True,SHAP,SHAP,MSCI World - Dow Jones,0.15039612052913928,0.15039612052913928,MSCI World - Dow Jones,,0.15039612052913928,Gold,,-0.07544038753875418,,,
2003-03-17,LGBMRegressor,BUY,0.026810912511759044,True,SHAP,SHAP,MSCI World - Dow Jones,-0.06616176817575946,0.06616176817575946,Gold,,0.03360237074433513,MSCI World - Dow Jones,,-0.06616176817575946,2y yield,,0.05566261774321556
2003-03-21,LGBMRegressor,BUY,0.019952494061757697,True,SHAP,SHAP,Gold,-0.4029426695149343,0.4029426695149343,Gold,,-0.4029426695149343,MSCI World - Dow Jones,,-0.07069058925186408,2y yield,,-0.06693307757653127
2003-07-07,LGBMRegressor,BUY,0.0033580770590315723,True,SHAP,SHAP,Gold,-0.2008779120317274,0.2008779120317274,Gold,,-0.2008779120317274,MSCI World - S&P500,,-0.08048911867779676,2y yield,,0.05861996074005758
2003-07-11,LGBMRegressor,BUY,0.01913028075458345,True,SHAP,SHAP,2y yield,0.07941506969837427,0.07941506969837427,Gold,,0.01767127547234887,MSCI World - S&P500,,-0.06042376837325424,2y yield,,0.07941506969837427
2003-08-21,LGBMRegressor,BUY,0.0021056486313284495,True,SHAP,SHAP,Gold,-0.49387599936243104,0.49387599936243104,Gold,,-0.49387599936243104,MSCI World - S&P500,,0.0032096050784788683,MOVE Index,,-0.014969582996717069
2003-09-02,LGBMRegressor,BUY,0.0340457026551948,True,SHAP,SHAP,Gold,-0.36746501936696835,0.36746501936696835,Gold,,-0.36746501936696835,MSCI World - S&P500,,-0.12364543578153597,MOVE Index,,0.03403496391275577
2004-02-04,LGBMRegressor,BUY,0.012365376944555084,True,SHAP,SHAP,Local Index,0.22336485153363983,0.22336485153363983,Local Index,,0.22336485153363983,Gold,,0.13194122248653123,,,
2004-03-17,LGBMRegressor,BUY,0.006455830677453589,True,SHAP,SHAP,Gold,0.5046936599930153,0.5046936599930153,Gold,,0.5046936599930153,Local Index,,-0.1699711942249747,,,
2004-03-24,LGBMRegressor,BUY,0.003296250515039123,True,SHAP,SHAP,Gold,-0.6129115189942393,0.6129115189942393,Gold,,-0.6129115189942393,Local Index,,0.16823035040266007,,,
2004-07-16,LGBMRegressor,SELL,-0.03477353035656927,True,SHAP,SHAP,Gold,0.16070866899139816,0.16070866899139816,Gold,,0.16070866899139816,MSCI World - Dow Jones,,-0.06992539326143832,10y yield,,0.11020267821792003
2004-08-12,LGBMRegressor,SELL,-0.012242899118511397,True,SHAP,SHAP,Gold,-0.40980898342248867,0.40980898342248867,Gold,,-0.40980898342248867,MSCI World - S&P500,,0.056367736159730945,10y yield,,-0.05427269890715892
2005-05-31,LGBMRegressor,SELL,-0.022106631989596837,True,SHAP,SHAP,Gold,-0.20196453613357035,0.20196453613357035,Gold,,-0.20196453613357035,MSCI World ex-US,,-0.11633813993724738,,,
2005-06-07,LGBMRegressor,SELL,-0.008302808302808273,True,SHAP,SHAP,Gold,-0.2125144126702729,0.2125144126702729,Gold,,-0.2125144126702729,MSCI World ex-US,,0.07956665946773504,,,
2005-12-14,LGBMRegressor,SELL,-0.013916666666666577,True,SHAP,SHAP,Gold,-0.23465392625961776,0.23465392625961776,Gold,,-0.23465392625961776,MSCI World ex-US,,0.01825576645249384,,,
2006-01-04,LGBMRegressor,SELL,-0.0004950903539895357,True,SHAP,SHAP,MSCI World ex-US,0.13830690477036148,0.13830690477036148,Gold,,-0.10562301133323283,MSCI World ex-US,,0.13830690477036148,JPMVG71M Index,,0.0
2006-01-23,LGBMRegressor,SELL,-0.027626553993661984,True,SHAP,SHAP,Gold,0.16985411303546513,0.16985411303546513,MSCI World ex-US,,0.028896743426047783,Gold,,0.16985411303546513,,,
2006-10-10,LGBMRegressor,BUY,0.0016750418760469454,True,SHAP,SHAP,Gold,-0.12017429897681867,0.12017429897681867,2y yield,,-0.07769854614267699,MSCI World - Dow Jones,,0.0006005524632553727,Gold,,-0.12017429897681867
2007-06-26,LGBMRegressor,BUY,0.021701969528056475,True,SHAP,SHAP,Gold,-0.19150661030655755,0.19150661030655755,Gold,,-0.19150661030655755,MSCI World ex-US,,-0.04418993704299602,2y yield,,-0.06484184739713113
2007-06-28,LGBMRegressor,BUY,0.02528069001412736,True,SHAP,SHAP,Gold,0.1548712774857318,0.1548712774857318,Gold,,0.1548712774857318,MSCI World ex-US,,0.03789973757492421,2y yield,,-0.06384847662647937
2007-07-27,LGBMRegressor,BUY,0.004180111469639147,True,SHAP,SHAP,2y yield,0.2354813976756725,0.2354813976756725,Gold,,-0.003911907106241813,MSCI World ex-US,,-0.11945335780148772,2y yield,,0.2354813976756725
2007-08-13,LGBMRegressor,BUY,0.002497612576213948,True,SHAP,SHAP,5y yield,0.15831742233170049,0.15831742233170049,Gold,,-0.13995776886465724,MSCI World ex-US,,0.0500550056560599,5y yield,,0.15831742233170049
2007-11-16,LGBMRegressor,SELL,-0.0019779020597462393,True,SHAP,SHAP,Gold,-0.15718771397834105,0.15718771397834105,Gold,,-0.15718771397834105,MSCI World ex-US,,-0.11222538694297723,5y yield,,-0.05265120341952483
2008-09-05,LGBMRegressor,BUY,0.013948272236629977,True,SHAP,SHAP,Gold,0.3309585639139224,0.3309585639139224,Gold,,0.3309585639139224,MSCI World - Dow Jones,,-0.20443450539792815,3m1m forward OIS,,-0.08474776040877052
2008-12-17,LGBMRegressor,SELL,-0.031137309292649018,True,SHAP,SHAP,Gold,0.4155528831218195,0.4155528831218195,Gold,,0.4155528831218195,MSCI World ex-US,,0.3089109942593048,Real 2y yield,,-0.09623599030968251
2009-05-29,LGBMRegressor,SELL,-0.010029665206950145,True,SHAP,SHAP,MSCI World ex-US,0.23096823716280196,0.23096823716280196,BCOM Index,,0.17641545417703158,MSCI World ex-US,,0.23096823716280196,Real 2y yield,,-0.009475989717381905
2009-06-02,LGBMRegressor,SELL,-0.03258057750122345,True,SHAP,SHAP,MSCI World ex-US,0.20866430204001474,0.20866430204001474,BCOM Index,,-0.13111921530446116,MSCI World ex-US,,0.20866430204001474,Real 2y yield,,-0.0508143853672873
2009-06-23,LGBMRegressor,SELL,-0.010868793066704407,True,SHAP,SHAP,BCOM Index,0.1934445007460226,0.1934445007460226,BCOM Index,,0.1934445007460226,MSCI World ex-US,,-0.08500891790749882,Real 2y yield,,0.11308555024888324
2009-07-23,LGBMRegressor,BUY,0.014282684013293023,True,SHAP,SHAP,MSCI World ex-US,0.24609433981017814,0.24609433981017814,BCOM Index,,0.0970097016020244,MSCI World ex-US,,0.24609433981017814,Real 2y yield,,-0.004639044829086007
2009-07-30,LGBMRegressor,BUY,0.01541740674955605,True,SHAP,SHAP,BCOM Index,0.6811729401300723,0.6811729401300723,BCOM Index,,0.6811729401300723,MSCI World ex-US,,0.412850871935795,Real 2y yield,,-0.026192440927089562
2009-12-28,LGBMRegressor,BUY,0.009389344832382962,True,SHAP,SHAP,BCOM Index,0.3026243643462269,0.3026243643462269,MSCI World ex-US,,0.07402239332004117,BCOM Index,,0.3026243643462269,2y yield,,-0.05211046857220282
2010-09-14,LGBMRegressor,BUY,0.04516079396830275,True,SHAP,SHAP,BCOM Index,0.1545972862559614,0.1545972862559614,BCOM Index,,0.1545972862559614,MSCI World ex-US,,0.030678643258658194,6m1m forward OIS,,0.06421086143769114
2010-12-15,LGBMRegressor,BUY,0.0008324504313608205,True,SHAP,SHAP,MSCI World ex-US,-0.21357591298791015,0.21357591298791015,MSCI World ex-US,,-0.21357591298791015,Oil,,-0.030703655627695267,6m1m forward OIS,,0.028730098966887736
2010-12-20,LGBMRegressor,BUY,0.01751580229990113,True,SHAP,SHAP,6m1m forward OIS,0.038015475180753114,0.038015475180753114,MSCI World ex-US,,-0.0014672983031590835,Oil,,-0.004246852475956544,6m1m forward OIS,,0.038015475180753114
2011-04-27,LGBMRegressor,SELL,-0.04030294833648895,True,SHAP,SHAP,MSCI World ex-US,-0.10774564695952857,0.10774564695952857,MSCI World ex-US,,-0.10774564695952857,Oil,,0.013934355994195236,6m1m forward OIS,,0.09852003032954454
2011-05-24,LGBMRegressor,BUY,0.0419148936170215,True,SHAP,SHAP,MSCI World ex-US,0.13652020748156823,0.13652020748156823,MSCI World ex-US,,0.13652020748156823,6m1m forward OIS,,0.05657506831748177,BCOM Index,,-0.002822524545369692
2011-05-30,LGBMRegressor,BUY,0.009172384820053336,True,SHAP,SHAP,6m1m forward OIS,0.222352034456828,0.222352034456828,MSCI World ex-US,,-0.09512738613056765,6m1m forward OIS,,0.222352034456828,BCOM Index,,-0.04888019973175365
2011-09-30,LGBMRegressor,BUY,0.036976170912079054,True,SHAP,SHAP,MSCI World ex-US,-0.3355089236151896,0.3355089236151896,MSCI World ex-US,,-0.3355089236151896,1y1m forward OIS,,-0.010920570522516725,Oil,,-0.06744662312234688
2012-05-30,LGBMRegressor,BUY,0.015363467291986899,True,SHAP,SHAP,MSCI World ex-US,-0.22592741696308424,0.22592741696308424,2y yield,,0.04732756382525799,MSCI World ex-US,,-0.22592741696308424,BCOM Index,,-0.02461609051750747
2012-08-03,LGBMRegressor,SELL,-0.00427867926051495,True,SHAP,SHAP,MSCI World ex-US,0.5150729442076077,0.5150729442076077,2y yield,,0.12082336873122371,MSCI World ex-US,,0.5150729442076077,BCOM Index,,0.27445948358273786
2012-09-13,LGBMRegressor,SELL,-0.006004156723885767,True,SHAP,SHAP,MSCI World ex-US,0.1338047199395783,0.1338047199395783,MSCI World ex-US,,0.1338047199395783,2y yield,,-0.033736030001280136,BCOM Index,,0.03799295944946227
2013-01-01,LGBMRegressor,BUY,0.007724931838836602,True,SHAP,SHAP,Copper LME,0.07520369741077106,0.07520369741077106,MSCI World ex-US,,-0.02427109385134899,1y1m forward OIS,,0.016717037374027376,Copper LME,,0.07520369741077106
2013-04-12,LGBMRegressor,SELL,-0.00632959658354304,True,SHAP,SHAP,Copper LME,-0.26778565481436734,0.26778565481436734,MSCI World ex-US,,-0.22950368545553504,Copper LME,,-0.26778565481436734,1y1m forward OIS,,-0.04328623636557873
2013-05-01,LGBMRegressor,SELL,-0.022230652503793746,True,SHAP,SHAP,Copper LME,-0.3093457906837851,0.3093457906837851,MSCI World ex-US,,-0.09616569136386932,1y1m forward OIS,,0.020107619980973185,Copper LME,,-0.3093457906837851
2013-06-06,LGBMRegressor,SELL,-0.001962856711460015,True,SHAP,SHAP,MSCI World ex-US,-0.16053530575285133,0.16053530575285133,1y1m forward OIS,,0.09476516890493762,MSCI World ex-US,,-0.16053530575285133,BCOM Index,,-0.04027671906670459
2013-06-12,LGBMRegressor,SELL,-0.024368298717852732,True,SHAP,SHAP,1y1m forward OIS,-0.2526640935571271,0.2526640935571271,MSCI World ex-US,,-0.03883570538201384,1y1m forward OIS,,-0.2526640935571271,BCOM Index,,-0.0150238338235311
2013-12-03,LGBMRegressor,BUY,0.01324698263173385,True,SHAP,SHAP,Local - S&P500,0.2656279254173731,0.2656279254173731,6m1m forward OIS,,0.0047924892208833095,BCOM Index,,0.01987205060629923,Local - S&P500,,0.2656279254173731
2014-03-06,LGBMRegressor,SELL,-0.005915879085203191,True,SHAP,SHAP,5y yield,0.08750423582216281,0.08750423582216281,5y yield,,0.08750423582216281,Gold,,0.08031967118291185,Local - S&P500,,-0.019178942367931683
2014-03-17,LGBMRegressor,SELL,-0.010989800316046572,True,SHAP,SHAP,Gold,-0.08354397579498679,0.08354397579498679,5y yield,,-0.02680047413031454,Gold,,-0.08354397579498679,Local - S&P500,,0.006818883173147255
2014-10-03,LGBMRegressor,BUY,0.01957494407158844,True,SHAP,SHAP,Gold,-0.09124312010927679,0.09124312010927679,5y yield,,-0.05260463184291403,Gold,,-0.09124312010927679,Local - Wilshire,,0.0351582474867651
2015-01-22,LGBMRegressor,BUY,0.009765968678514758,True,SHAP,SHAP,6m1m forward OIS,-0.25796092617942157,0.25796092617942157,6m1m forward OIS,,-0.25796092617942157,Local Index,,-0.15420081062777968,Gold,,0.18877346029439937
2015-05-13,LGBMRegressor,SELL,-0.039633609300686934,True,SHAP,SHAP,6m1m forward OIS,0.15634259714399376,0.15634259714399376,6m1m forward OIS,,0.15634259714399376,Local - Wilshire,,-0.006127521319853203,Gold,,0.11485440388084177
2015-07-14,LGBMRegressor,BUY,0.004632573349078184,True,SHAP,SHAP,6m1m forward OIS,0.04282607160753912,0.04282607160753912,6m1m forward OIS,,0.04282607160753912,Local - S&P500,,-0.007188799168430895,Gold,,-0.02978811613788492
2016-03-30,LGBMRegressor,SELL,-0.0056447345210794975,True,SHAP,SHAP,1y1m forward OIS,0.27189390941285896,0.27189390941285896,1y1m forward OIS,,0.27189390941285896,Local Index,,-0.22263422998344923,Gold,,-0.10089862544959542
2016-04-08,LGBMRegressor,SELL,-0.01552767786647935,True,SHAP,SHAP,1y1m forward OIS,-0.20548307434407737,0.20548307434407737,1y1m forward OIS,,-0.20548307434407737,Local Index,,-0.10146776595203724,Gold,,-0.07224120087766014
2016-06-23,LGBMRegressor,SELL,-0.028282828282828243,True,SHAP,SHAP,Local Index,-0.2232169107823134,0.2232169107823134,5y yield,,-0.15945331827997694,Gold,,-0.14772538756388612,Local Index,,-0.2232169107823134
2016-06-27,LGBMRegressor,BUY,0.0029931972789114525,True,SHAP,SHAP,5y yield,0.05531240059376297,0.05531240059376297,5y yield,,0.05531240059376297,Gold,,0.010799700260173996,Local Index,,0.03177764491763751
2016-10-18,LGBMRegressor,BUY,0.006738912667334285,True,SHAP,SHAP,MSCI World - Wilshire,0.06951946847307258,0.06951946847307258,1y1m forward OIS,,-0.03692884065202677,Gold,,0.04529606944264944,MSCI World - Wilshire,,0.06951946847307258
2016-12-05,LGBMRegressor,SELL,-0.03363062058714239,True,SHAP,SHAP,Gold,-0.056417551240800376,0.056417551240800376,5y yield,,0.019092210142959382,Gold,,-0.056417551240800376,MSCI World - S&P500,,0.04453658899796851
2017-06-29,LGBMRegressor,SELL,-0.0037584127261602873,True,SHAP,SHAP,5y yield,0.10145618841973783,0.10145618841973783,MSCI World - S&P500,,-0.011249386502530422,Gold,,-0.0976374494191928,5y yield,,0.10145618841973783
2017-10-30,LGBMRegressor,BUY,0.0013732726804567275,True,SHAP,SHAP,5y yield,0.26283404794426973,0.26283404794426973,Gold,,0.053567590213575586,5y yield,,0.26283404794426973,MSCI World - S&P500,,0.2082777405083218
2017-11-24,LGBMRegressor,SELL,-0.013408195759658126,True,SHAP,SHAP,5y yield,-0.1589863202111987,0.1589863202111987,5y yield,,-0.1589863202111987,MSCI World - S&P500,,0.03183509883329229,Gold,,-0.06000479981915644
2017-11-30,LGBMRegressor,SELL,-0.01058467741935476,True,SHAP,SHAP,5y yield,-0.18637610394920207,0.18637610394920207,5y yield,,-0.18637610394920207,MSCI World - Wilshire,,-0.14935689651434272,Gold,,-0.1833064049314751
2018-01-31,LGBMRegressor,BUY,0.002980505880457507,True,SHAP,SHAP,5y yield,0.4979209198432599,0.4979209198432599,5y yield,,0.4979209198432599,Gold,,0.05222103430902457,MSCI World - Wilshire,,-0.004173092034934387
2018-02-05,LGBMRegressor,BUY,0.0032344141667339787,True,SHAP,SHAP,5y yield,0.27227619763575883,0.27227619763575883,Gold,,0.009365628393375116,5y yield,,0.27227619763575883,MSCI World - Wilshire,,0.028000328637609012
2018-04-17,LGBMRegressor,SELL,-0.0304769603880356,True,SHAP,SHAP,5y yield,-0.12862690509758942,0.12862690509758942,Gold,,0.025224762915121317,5y yield,,-0.12862690509758942,Local Index,,-0.11481315291055885
2018-05-23,LGBMRegressor,BUY,0.006582884500299313,True,SHAP,SHAP,Gold,0.1760038144694647,0.1760038144694647,Gold,,0.1760038144694647,5y yield,,-0.010848155955144047,Local Index,,0.13592013182876772
2018-06-14,LGBMRegressor,BUY,8.644536652835377e-05,True,SHAP,SHAP,Local - S&P500,-0.18768836778016454,0.18768836778016454,Gold,,0.10851959105038977,Local - S&P500,,-0.18768836778016454,5y yield,,-0.040483477803561124
2019-01-22,LGBMRegressor,BUY,0.004049295774648076,True,SHAP,SHAP,Gold,0.3066660236285832,0.3066660236285832,Gold,,0.3066660236285832,5y yield,,0.08879704514999744,MSCI World ex-US,,-0.11863219460148744
2019-01-24,LGBMRegressor,BUY,0.003273177636234914,True,SHAP,SHAP,Gold,-0.07903630128499142,0.07903630128499142,Gold,,-0.07903630128499142,5y yield,,0.010866992100249351,MSCI World ex-US,,0.03771774812723446
2019-06-14,LGBMRegressor,BUY,0.014721627408993632,True,SHAP,SHAP,Gold,-0.05303388991096112,0.05303388991096112,Gold,,-0.05303388991096112,MSCI World ex-US,,-0.001893263419140614,5y yield,,-0.017383488434610836
2019-06-18,LGBMRegressor,BUY,0.008129355011613493,True,SHAP,SHAP,Gold,0.14843082045307998,0.14843082045307998,Gold,,0.14843082045307998,MSCI World ex-US,,0.035411491467328075,5y yield,,-0.006418469654729717
2019-07-24,LGBMRegressor,BUY,0.005296229802513208,True,SHAP,SHAP,Gold,0.262842270140086,0.262842270140086,Gold,,0.262842270140086,10y yield,,0.012177969937501566,MSCI World ex-US,,0.05710797912487534
2019-07-31,LGBMRegressor,BUY,0.005687973997833051,True,SHAP,SHAP,Gold,-0.1487089730497933,0.1487089730497933,Gold,,-0.1487089730497933,10y yield,,0.024572629895225892,MSCI World ex-US,,-0.005391861879053928
2019-08-30,LGBMRegressor,BUY,0.008286286650883268,True,SHAP,SHAP,Gold,-0.132144796424587,0.132144796424587,Gold,,-0.132144796424587,10y yield,,0.006378060277492673,MSCI World ex-US,,0.04118241706383384
2019-09-04,LGBMRegressor,SELL,-0.000453103760761131,True,SHAP,SHAP,MSCI World ex-US,0.05836884057955316,0.05836884057955316,Gold,,0.01828064554236762,10y yield,,0.002562939281262651,MSCI World ex-US,,0.05836884057955316
