Currency,Observations,Signal_Triggers,BUY_Triggers,SELL_Triggers,Hit_Count,Miss_Count,Average_Hit_Rate_Pct,Information_Coefficient,Average_Adj_R2,Average_RMSE,Average_Residual_STD,Strategy_Total_Return_Pct,Strategy_Sharpe_Ratio,Average_Rolling_Sharpe,Maximum_Drawdown_Pct
CHF,6171,204,85,119,103,101,50.49019607843137,-0.014923811701339976,0.29371748594984554,0.45414987617405983,0.45877158161631365,-1.1415264078604714,0.0057414075958465965,0.1475879320166429,-18.047764043150828
